63.4995,9.85147,-16.2315,336.365
63.4985,9.85084,-30.8732,244.842
63.4978,9.85054,-44.8628,199.15
63.4974,9.85013,-59.4535,186.994
63.4971,9.84978,-72.3756,186.951
63.4967,9.8494,-87.682,197.346
63.4962,9.84921,-101.75,210.98
63.4956,9.84888,-116.297,249.093
63.4955,9.85067,-132.017,180.375
63.4995,9.85147,-16.3485,333.857
63.4985,9.85084,-31.1787,242.59
63.4978,9.85054,-45.3857,197.283
63.4974,9.85013,-60.1371,185.645
63.4972,9.84985,-70.5507,185.274
63.4967,9.8494,-88.4361,197.211
63.4962,9.84921,-102.442,211.478
63.4956,9.84888,-116.836,250.214
63.4955,9.85067,-132.635,182.091
63.4995,9.85147,-16.4438,330.005
63.4985,9.85084,-31.5423,239.011
63.4978,9.85054,-46.079,194.195
63.4974,9.85013,-61.0945,183.27
63.4972,9.84985,-71.6267,183.498
63.4967,9.84944,-86.5553,195.057
63.4963,9.84925,-100.88,207.815
63.4957,9.84895,-116.371,244.458
63.4955,9.85067,-133.633,184.317
63.4995,9.85147,-16.5043,325.378
63.4986,9.85088,-30.2588,242.406
63.4979,9.85061,-44.4998,193.281
63.4975,9.8502,-59.5467,181.002
63.4972,9.84985,-72.8901,181.183
63.4967,9.84944,-87.8759,193.858
63.4963,9.84925,-102.159,207.76
63.4957,9.84902,-116.076,238.639
63.4955,9.85067,-134.847,186.779
63.4995,9.85147,-16.547,321.115
63.4986,9.85088,-30.5584,238.325
63.4979,9.85061,-45.1682,189.641
63.4975,9.8502,-60.5393,178.075
63.4972,9.84992,-71.3868,178.07
63.4968,9.84951,-86.7603,189.619
63.4963,9.84925,-103.337,207.719
63.4957,9.84902,-117.072,239.62
63.4955,9.85067,-135.95,189.049
63.4995,9.85147,-16.5853,317.084
63.4986,9.85088,-30.847,234.469
63.4979,9.85061,-45.8195,186.216
63.4975,9.8502,-61.5039,175.347
63.4972,9.84992,-72.4997,175.955
63.4968,9.84951,-87.935,188.493
63.4964,9.84929,-101.804,203.603
63.4958,9.84906,-116.021,234.297
