90,74.6493,380.372,39.4351
75,61.6636,379.747,39.5
60,46.7754,408.303,36.7374
45,32.2261,481.39,31.1598
30,17.4665,676.889,22.1602
15,2.43367,1051.34,14.2676
90,74.4777,376.873,39.8012
75,61.3766,376.594,39.8307
60,46.4987,403.437,37.1806
45,31.9758,488.815,30.6864
30,17.5912,687.86,21.8068
15,2.54588,1031.16,14.5467
90,74.2969,373.382,40.1733
75,62.2502,374.067,40.0997
60,47.3348,396.294,37.8507
45,32.426,486.497,30.8327
30,17.4308,693.766,21.6211
15,2.37489,1014.26,14.7891
90,74.307,351.075,42.726
75,61.3565,353.784,42.3987
60,47.0631,372.625,40.255
45,32.3244,459.907,32.6153
30,17.194,659.41,22.7476
15,2.44431,981.905,15.2764
90,74.2581,326.867,45.8902
75,61.9311,328.557,45.6542
60,46.4852,348.981,42.9823
45,31.9979,427.675,35.0734
30,17.2524,596.88,25.1307
15,2.57022,923.282,16.2464
90,74.2399,301.979,49.6724
75,60.913,304.312,49.2916
60,47.1767,322.334,46.5355
45,32.4481,385.03,38.958
30,17.4393,519.823,28.856
15,2.5049,890.508,16.8443
90,74.2668,277.236,54.1055
75,61.613,278.442,53.8711
60,46.5369,298.008,50.3342
45,31.9506,350.413,42.8066
30,17.5246,478.046,31.3778
15,2.4487,857.558,17.4915
90,74.3471,253.537,59.1629
75,62.5517,253.601,59.1481
60,47.5606,272.23,55.1005
45,31.5011,316.448,47.4012
30,17.2612,447.247,33.5385
15,2.53496,775.334,19.3465
90,74.9855,235.397,63.7221
75,62.0498,236.8,63.3445
60,46.348,253.368,59.2025
45,32.1784,291.21,51.5092
30,16.8707,421.929,35.551
15,2.45483,721.807,20.7812
0,-12.4275,1813.4,8.27176
90,89.8963,459.31,32.6577
75,75.0763,390.187,38.4431
60,63.2764,381.989,39.2681
45,48.2788,408.392,36.7294
30,33.3667,468.778,31.9981
15,18.5205,637.915,23.5141
0,3.45784,1023.42,14.6568
90,89.5589,384.985,38.9626
75,75.3719,331.573,45.239
60,63.4368,329.568,45.5141
45,47.4994,355.527,42.1909
30,32.7522,405.255,37.0137
15,17.9931,554.555,27.0487
0,3.35585,938.252,15.9872
90,89.716,397.709,37.716
75,75.2726,347.148,43.2093
60,62.4522,345.627,43.3994
45,47.4065,370.254,40.5127
30,33.2882,431.323,34.7768
15,18.4138,583.025,25.7279
0,3.30027,952.865,15.742
90,90.0232,379.354,39.5409
75,75.06,335.264,44.7409
60,63.2611,333.554,44.9702
45,47.6702,356.579,42.0664
30,33.0854,421.547,35.5833
15,18.4718,564.531,26.5707
0,3.32005,929.909,16.1306
90,89.8963,459.31,32.6577
75,75.0762,390.187,38.4431
60,63.2763,381.989,39.2681
45,48.2787,408.392,36.7294
30,33.3667,468.778,31.9981
15,18.5205,637.915,23.5141
0,3.65428,1015.47,14.7715
90,90.3321,459.357,32.6543
75,75.8716,395.199,37.9556
60,63.3468,392.382,38.2281
45,48.8135,416.115,36.0477
30,33.3959,500.922,29.9448
15,18.4058,705.298,21.2676
0,3.75358,1032.46,14.5284
90,90.253,416.522,36.0125
75,76.0477,374.324,40.0722
60,62.5354,374.761,40.0256
45,47.7656,393.269,38.1418
30,33.4656,480.9,31.1915
15,18.477,678.106,22.1204
0,3.71492,986.332,15.2079
90,90.2618,430.706,34.8265
75,75.668,385.1,38.9509
60,62.5406,385.826,38.8777
45,48.1704,403.969,37.1315
30,33.2323,496.781,30.1944
15,18.6928,694.834,21.5879
