8.0021	63.9979	0.0000
8.0062	63.9979	0.0000
8.0104	63.9979	0.0000
8.0146	63.9979	0.0000
8.0188	63.9979	0.0000
8.0229	63.9979	0.0000
8.0271	63.9979	0.0000
8.0312	63.9979	0.0000
8.0354	63.9979	0.0000
8.0396	63.9979	0.0000
8.0437	63.9979	0.0000
8.0479	63.9979	0.0000
8.0521	63.9979	0.0000
8.0563	63.9979	0.0000
8.0604	63.9979	0.0000
8.0646	63.9979	0.0000
8.0687	63.9979	0.0000
8.0729	63.9979	0.0000
8.0771	63.9979	0.0000
8.0813	63.9979	0.0000
8.0854	63.9979	0.0000
8.0896	63.9979	0.0000
8.0938	63.9979	0.0000
8.0979	63.9979	0.0000
8.1021	63.9979	0.0000
8.1062	63.9979	0.0000
8.1104	63.9979	0.0000
8.1146	63.9979	0.0000
8.1188	63.9979	0.0000
8.1229	63.9979	0.0000
8.1271	63.9979	0.0000
8.1312	63.9979	0.0000
8.1354	63.9979	0.0000
8.1396	63.9979	0.0000
8.1438	63.9979	0.0000
8.1479	63.9979	0.0000
8.1521	63.9979	0.0000
8.1562	63.9979	0.0000
8.1604	63.9979	0.0000
8.1646	63.9979	0.0000
8.1687	63.9979	0.0000
8.1729	63.9979	0.0000
8.1771	63.9979	0.0000
8.1813	63.9979	0.0000
8.1854	63.9979	0.0000
8.1896	63.9979	0.0000
8.1937	63.9979	0.0000
8.1979	63.9979	0.0000
8.2021	63.9979	0.0000
8.2063	63.9979	0.0000
8.2104	63.9979	0.0000
8.2146	63.9979	0.0000
8.2188	63.9979	0.0000
8.2229	63.9979	0.0000
8.2271	63.9979	0.0000
8.2312	63.9979	0.0000
8.2354	63.9979	0.0000
8.2396	63.9979	0.0000
8.2438	63.9979	0.0000
8.2479	63.9979	0.0000
8.2521	63.9979	0.0000
8.2562	63.9979	0.0000
8.2604	63.9979	0.0000
8.2646	63.9979	0.0000
8.2688	63.9979	0.0000
8.2729	63.9979	0.0000
8.2771	63.9979	0.0000
8.2812	63.9979	0.0000
8.2854	63.9979	0.0000
8.2896	63.9979	0.0000
8.2937	63.9979	0.0000
8.2979	63.9979	0.0000
8.3021	63.9979	0.0000
8.3063	63.9979	0.0000
8.3104	63.9979	0.0000
8.3146	63.9979	0.0000
8.3187	63.9979	0.0000
8.3229	63.9979	0.0000
8.3271	63.9979	0.0000
8.3313	63.9979	0.0000
8.3354	63.9979	0.0000
8.3396	63.9979	0.0000
8.3438	63.9979	0.0000
8.3479	63.9979	0.0000
8.3521	63.9979	0.0000
8.3562	63.9979	0.0000
8.3604	63.9979	0.0000
8.3646	63.9979	0.0000
8.3688	63.9979	0.0000
8.3729	63.9979	0.0000
8.3771	63.9979	0.0000
